model,fold,task,length,lbin,genus,new,matched
esmc6b_boundary,5,propep,10,10-14,Mesoplasma,True,1
esmc6b_boundary,5,propep,9,5-9,Staphylococcus,True,1
esmc6b_boundary,5,propep,9,5-9,Staphylococcus,True,1
esmc6b_boundary,5,propep,9,5-9,Bacillus,True,1
esmc6b_boundary,5,propep,6,5-9,Gallus,False,0
esmc6b_boundary,5,propep,6,5-9,Gallus,False,0
esmc6b_boundary,5,propep,8,5-9,Methanococcus,True,1
esmc6b_boundary,5,propep,10,10-14,Mycoplasma,True,1
esmc6b_boundary,5,propep,26,25-29,Arabidopsis,True,1
esmc6b_boundary,5,propep,25,25-29,Arabidopsis,False,1
esmc6b_boundary,5,pep,13,10-14,Arabidopsis,False,1
esmc6b_boundary,5,propep,42,40-44,Homo,False,0
esmc6b_boundary,5,propep,35,35-39,Homo,False,0
esmc6b_boundary,5,propep,30,30-34,Homo,False,0
esmc6b_boundary,5,propep,22,20-24,Homo,False,0
esmc6b_boundary,5,propep,48,45-50,Homo,False,0
esmc6b_boundary,5,propep,34,30-34,Danio,False,0
esmc6b_boundary,5,pep,26,25-29,Gallus,False,0
esmc6b_boundary,5,propep,6,5-9,Gallus,False,0
esmc6b_boundary,5,propep,9,5-9,Phanerodontia,False,0
esmc6b_boundary,5,pep,36,35-39,Bos,False,1
esmc6b_boundary,5,pep,30,30-34,Bos,False,1
esmc6b_boundary,5,propep,9,5-9,Phlebiopsis,False,0
esmc6b_boundary,5,propep,20,20-24,Homo,False,0
esmc6b_boundary,5,propep,21,20-24,Homo,False,1
esmc6b_boundary,5,propep,22,20-24,Homo,False,0
esmc6b_boundary,5,pep,19,15-19,Drosophila,False,1
esmc6b_boundary,5,pep,22,20-24,Drosophila,False,0
esmc6b_boundary,5,pep,10,10-14,Mus,False,0
esmc6b_boundary,5,propep,10,10-14,Onion,True,1
esmc6b_boundary,5,propep,25,25-29,Oryza,False,1
esmc6b_boundary,5,propep,26,25-29,Oryza,False,1
esmc6b_boundary,5,propep,9,5-9,Listeria,True,1
esmc6b_boundary,5,propep,9,5-9,Bacillus,True,1
esmc6b_boundary,5,propep,12,10-14,Lactobacillus,True,1
esmc6b_boundary,5,pep,9,5-9,Periplaneta,False,1
esmc6b_boundary,5,propep,23,20-24,Periplaneta,False,0
esmc6b_boundary,5,propep,35,35-39,Macrothele,False,0
esmc6b_boundary,5,pep,28,25-29,Macrothele,False,0
esmc6b_boundary,5,propep,26,25-29,Macrothele,False,1
esmc6b_boundary,5,propep,21,20-24,Macrothele,False,1
esmc6b_boundary,5,propep,26,25-29,Macrothele,False,1
esmc6b_boundary,5,propep,21,20-24,Macrothele,False,1
esmc6b_boundary,5,pep,21,20-24,Canis,False,1
esmc6b_boundary,5,propep,43,40-44,Mus,False,1
esmc6b_boundary,5,pep,36,35-39,Anguilla,False,1
esmc6b_boundary,5,propep,30,30-34,Anguilla,False,0
esmc6b_boundary,5,propep,45,45-50,Homo,False,1
esmc6b_boundary,5,pep,36,35-39,Allochrocebus,False,0
esmc6b_boundary,5,propep,11,10-14,Allochrocebus,False,0
esmc6b_boundary,5,pep,36,35-39,Trachypithecus,False,0
esmc6b_boundary,5,propep,11,10-14,Trachypithecus,False,0
esmc6b_boundary,5,pep,36,35-39,Trachypithecus,False,0
esmc6b_boundary,5,propep,11,10-14,Trachypithecus,False,0
esmc6b_boundary,5,pep,36,35-39,Hylobates,False,0
esmc6b_boundary,5,propep,11,10-14,Hylobates,False,0
esmc6b_boundary,5,pep,36,35-39,Nomascus,False,0
esmc6b_boundary,5,propep,11,10-14,Nomascus,False,0
esmc6b_boundary,5,pep,28,25-29,Drosophila,False,1
esmc6b_boundary,5,pep,25,25-29,Drosophila,False,1
esmc6b_boundary,5,propep,29,25-29,Drosophila,False,0
esmc6b_boundary,5,pep,9,5-9,Calliphora,False,1
esmc6b_boundary,5,pep,14,10-14,Calliphora,False,1
esmc6b_boundary,5,propep,13,10-14,Mycoplasmoides,True,0
esmc6b_boundary,5,propep,25,25-29,Anopheles,False,1
esmc6b_boundary,5,propep,23,20-24,Homo,False,1
esmc6b_boundary,5,propep,26,25-29,Mus,False,1
esmc6b_boundary,5,propep,27,25-29,Cricetulus,False,1
esmc6b_boundary,5,pep,10,10-14,Rattus,False,0
esmc6b_boundary,5,propep,27,25-29,Oryza,False,1
esmc6b_boundary,5,propep,15,15-19,Ixodes,True,1
esmc6b_boundary,5,propep,7,5-9,Danio,False,1
esmc6b_boundary,5,propep,9,5-9,Bacillus,True,1
esmc6b_boundary,5,propep,9,5-9,Bacillus,True,1
esmc6b_boundary,5,propep,10,10-14,Enterococcus,True,1
esmc6b_boundary,5,propep,37,35-39,Shigella,False,0
esmc6b_boundary,5,propep,24,20-24,Arabidopsis,True,0
esmc6b_boundary,5,pep,12,10-14,Arabidopsis,False,1
esmc6b_boundary,5,propep,28,25-29,Cyriopagopus,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,0
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,pep,5,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,16,15-19,Aplysia,False,1
esmc6b_boundary,5,propep,10,10-14,Aplysia,False,1
esmc6b_boundary,5,propep,31,30-34,Aplysia,False,1
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,8,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,8,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,0
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,8,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,8,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,9,5-9,Aplysia,False,1
esmc6b_boundary,5,propep,34,30-34,Aplysia,False,0
esmc6b_boundary,5,propep,45,45-50,Aplysia,False,1
esmc6b_boundary,5,propep,40,40-44,Aplysia,False,1
esmc6b_boundary,5,propep,10,10-14,Branchiostoma,False,1
esmc6b_boundary,5,pep,47,45-50,Homo,False,1
esmc6b_boundary,5,pep,14,10-14,Homo,False,0
esmc6b_boundary,5,propep,9,5-9,Homo,False,0
esmc6b_boundary,5,propep,16,15-19,Homo,False,1
esmc6b_boundary,5,propep,24,20-24,Homo,True,1
esmc6b_boundary,5,propep,8,5-9,Lactiplantibacillus,True,1
esmc6b_boundary,5,propep,9,5-9,Clostridium,True,1
esmc6b_boundary,5,propep,9,5-9,Pseudechis,False,0
esmc6b_boundary,5,propep,8,5-9,Pseudechis,False,0
esmc6b_boundary,5,propep,21,20-24,Mus,False,1
esmc6b_boundary,5,propep,32,30-34,Mus,False,1
esmc6b_boundary,5,propep,37,35-39,Mus,False,1
esmc6b_boundary,5,propep,24,20-24,Mus,False,1
esmc6b_boundary,5,propep,24,20-24,Mus,True,1
esmc6b_boundary,5,propep,25,25-29,Mus,False,0
esmc6b_boundary,5,propep,42,40-44,Mus,False,0
esmc6b_boundary,5,propep,38,35-39,Mus,False,0
esmc6b_boundary,5,propep,30,30-34,Mus,False,0
esmc6b_boundary,5,propep,22,20-24,Mus,False,0
esmc6b_boundary,5,propep,48,45-50,Mus,False,0
esmc6b_boundary,5,propep,26,25-29,Mus,False,0
esmc6b_boundary,5,pep,10,10-14,Rattus,False,1
esmc6b_boundary,5,propep,38,35-39,Rattus,False,0
esmc6b_boundary,5,pep,35,35-39,Mus,False,0
esmc6b_boundary,5,propep,9,5-9,Staphylococcus,True,1
esmc6b_boundary,5,propep,37,35-39,Escherichia,False,0
esmc6b_boundary,5,propep,43,40-44,Streptococcus,False,0
esmc6b_boundary,5,propep,12,10-14,Streptococcus,True,1
esmc6b_boundary,5,propep,9,5-9,Streptococcus,True,1
esmc6b_boundary,5,propep,12,10-14,Streptococcus,True,1
esmc6b_boundary,5,propep,9,5-9,Oceanobacillus,True,1
esmc6b_boundary,5,propep,12,10-14,Malacoplasma,True,0
esmc6b_boundary,5,propep,12,10-14,Bacillus,False,1
esmc6b_boundary,5,propep,33,30-34,Nicotiana,False,1
esmc6b_boundary,5,propep,27,25-29,Petunia,False,1
esmc6b_boundary,5,propep,31,30-34,Petunia,False,1
esmc6b_boundary,5,pep,11,10-14,Macaca,False,1
esmc6b_boundary,5,propep,34,30-34,Plasmodium,False,0
esmc6b_boundary,5,propep,24,20-24,Plasmodium,False,1
esmc6b_boundary,5,propep,33,30-34,Homo,False,1
esmc6b_boundary,5,propep,10,10-14,Peniophora,False,0
esmc6b_boundary,5,propep,25,25-29,Tricholoma,False,0
esmc6b_boundary,5,propep,28,25-29,Mus,False,0
esmc6b_boundary,5,propep,13,10-14,Mus,True,1
esmc6b_boundary,5,propep,24,20-24,Mus,False,1
esmc6b_boundary,5,propep,25,25-29,Arabidopsis,True,1
esmc6b_boundary,5,propep,24,20-24,Arabidopsis,False,1
esmc6b_boundary,5,pep,5,5-9,Arabidopsis,False,0
esmc6b_boundary,5,propep,21,20-24,Arabidopsis,False,1
esmc6b_boundary,5,pep,27,25-29,Arabidopsis,False,1
esmc6b_boundary,5,propep,29,25-29,Arabidopsis,False,1
esmc6b_boundary,5,propep,27,25-29,Arabidopsis,False,1
esmc6b_boundary,5,propep,24,20-24,Aedes,False,1
esmc6b_boundary,5,propep,19,15-19,Homo,False,1
esmc6b_boundary,5,pep,38,35-39,Dendroaspis,False,0
esmc6b_boundary,5,propep,15,15-19,Dendroaspis,False,0
esmc6b_boundary,5,propep,34,30-34,Mus,False,1
esmc6b_boundary,5,propep,6,5-9,Caldanaerobacter,True,1
esmc6b_boundary,5,propep,10,10-14,Fusobacterium,True,1
esmc6b_boundary,5,pep,17,15-19,Aplysia,False,1
esmc6b_boundary,5,propep,37,35-39,Aplysia,False,0
esmc6b_boundary,5,propep,43,40-44,Dictyostelium,False,0
esmc6b_boundary,5,propep,43,40-44,Dictyostelium,False,0
esmc6b_boundary,5,propep,43,40-44,Dictyostelium,False,0
esmc6b_boundary,5,propep,7,5-9,Lens,False,0
esmc6b_boundary,5,propep,6,5-9,Lens,False,0
esmc6b_boundary,5,propep,37,35-39,Homo,False,0
esmc6b_boundary,5,propep,37,35-39,Escherichia,False,0
esmc6b_boundary,5,propep,9,5-9,Clostridium,True,1
esmc6b_boundary,5,propep,42,40-44,Yersinia,False,0
esmc6b_boundary,5,propep,35,35-39,Salmonella,False,0
esmc6b_boundary,5,pep,36,35-39,Paralichthys,False,1
esmc6b_boundary,5,pep,32,30-34,Paralichthys,False,0
esmc6b_boundary,5,pep,46,45-50,Mus,False,1
esmc6b_boundary,5,pep,35,35-39,Mus,False,1
esmc6b_boundary,5,propep,21,20-24,Gallus,False,1
esmc6b_boundary,5,propep,26,25-29,Rattus,False,1
esmc6b_boundary,5,propep,9,5-9,Staphylococcus,True,1
esmc6b_boundary,5,propep,35,35-39,Salmonella,False,0
esmc6b_boundary,5,propep,38,35-39,Enterobacter,False,0
esmc6b_boundary,5,propep,7,5-9,Lens,False,0
esmc6b_boundary,5,propep,6,5-9,Lens,False,0
esmc6b_boundary,5,propep,7,5-9,Lens,False,0
esmc6b_boundary,5,propep,6,5-9,Lens,False,0
esmc6b_boundary,5,propep,11,10-14,Pisum,False,0
esmc6b_boundary,5,pep,12,10-14,Arabidopsis,False,1
esmc6b_boundary,5,propep,26,25-29,Arabidopsis,False,1
esmc6b_boundary,5,propep,6,5-9,Oryza,False,1
esmc6b_boundary,5,propep,6,5-9,Chlamydomonas,False,1
esmc6b_boundary,5,propep,24,20-24,Arabidopsis,False,1
esmc6b_boundary,5,propep,25,25-29,Arabidopsis,False,1
esmc6b_boundary,5,pep,36,35-39,Presbytis,False,0
esmc6b_boundary,5,propep,11,10-14,Presbytis,False,0
esmc6b_boundary,5,pep,36,35-39,Hylobates,False,0
esmc6b_boundary,5,propep,11,10-14,Hylobates,False,0
esmc6b_boundary,5,pep,36,35-39,Chlorocebus,False,0
esmc6b_boundary,5,propep,11,10-14,Chlorocebus,False,0
esmc6b_boundary,5,pep,12,10-14,Sus,False,1
esmc6b_boundary,5,pep,36,35-39,Saguinus,False,0
esmc6b_boundary,5,propep,11,10-14,Saguinus,False,0
esmc6b_boundary,5,pep,27,25-29,Spodoptera,False,0
esmc6b_boundary,5,pep,7,5-9,Spodoptera,False,1
esmc6b_boundary,5,pep,18,15-19,Spodoptera,False,1
esmc6b_boundary,5,pep,33,30-34,Spodoptera,False,1
esmc6b_boundary,5,pep,8,5-9,Spodoptera,False,1
esmc6b_boundary,5,propep,44,40-44,Spodoptera,False,0
esmc6b_boundary,5,propep,23,20-24,Spodoptera,False,1
esmc6b_boundary,5,propep,9,5-9,Clostridium,True,1
esmc6b_boundary,5,propep,26,25-29,Plasmodium,False,0
esmc6b_boundary,5,propep,26,25-29,Plasmodium,False,0
esmc6b_boundary,5,propep,26,25-29,Plasmodium,False,0
esmc6b_boundary,5,pep,22,20-24,Cavia,False,1
esmc6b_boundary,5,pep,11,10-14,Mus,False,1
esmc6b_boundary,5,propep,38,35-39,Mus,False,0
esmc6b_boundary,5,pep,5,5-9,Oryza,False,0
esmc6b_boundary,5,propep,46,45-50,Oryza,False,0
esmc6b_boundary,5,propep,27,25-29,Homo,False,1
esmc6b_boundary,5,propep,32,30-34,Homo,False,0
esmc6b_boundary,5,propep,7,5-9,Arabidopsis,False,1
esmc6b_boundary,5,propep,9,5-9,Lactococcus,True,1
esmc6b_boundary,5,propep,30,30-34,Mus,False,1
esmc6b_boundary,5,propep,24,20-24,Mus,False,1
esmc6b_boundary,5,propep,22,20-24,Mus,False,1
esmc6b_boundary,5,pep,36,35-39,Cyprinus,False,1
esmc6b_boundary,5,pep,29,25-29,Cyprinus,False,0
esmc6b_boundary,5,propep,23,20-24,Rattus,True,1
esmc6b_boundary,5,pep,36,35-39,Mus,False,1
esmc6b_boundary,5,propep,31,30-34,Mus,False,0
esmc6b_boundary,5,pep,5,5-9,Arabidopsis,False,0
esmc6b_boundary,5,propep,44,40-44,Arabidopsis,False,0
esmc6b_boundary,5,propep,23,20-24,Arabidopsis,False,1
esmc6b_boundary,5,propep,15,15-19,Arabidopsis,False,1
esmc6b_boundary,5,pep,41,40-44,Arabidopsis,True,0
esmc6b_boundary,5,propep,13,10-14,Arabidopsis,True,0
esmc6b_boundary,5,pep,40,40-44,Arabidopsis,True,0
esmc6b_boundary,5,propep,15,15-19,Arabidopsis,True,0
esmc6b_boundary,5,pep,5,5-9,Oryza,False,0
esmc6b_boundary,5,propep,44,40-44,Oryza,False,0
esmc6b_boundary,5,pep,5,5-9,Asparagus,False,0
esmc6b_boundary,5,propep,44,40-44,Asparagus,False,0
esmc6b_boundary,5,pep,39,35-39,Macaca,False,1
esmc6b_boundary,5,pep,10,10-14,Aedes,False,1
esmc6b_boundary,5,pep,10,10-14,Aedes,False,1
esmc6b_boundary,5,pep,10,10-14,Aedes,False,1
esmc6b_boundary,5,propep,21,20-24,Aedes,False,0
esmc6b_boundary,5,propep,12,10-14,Aedes,False,0
esmc6b_boundary,5,propep,37,35-39,Aedes,False,0
esmc6b_boundary,5,propep,21,20-24,Homo,False,1
esmc6b_boundary,5,pep,36,35-39,Danio,False,1
esmc6b_boundary,5,propep,30,30-34,Danio,False,0
esmc6b_boundary,5,pep,36,35-39,Danio,False,1
esmc6b_boundary,5,pep,29,25-29,Danio,False,0
esmc6b_boundary,5,pep,36,35-39,Ictalurus,False,1
esmc6b_boundary,5,pep,29,25-29,Ictalurus,False,1
esmc6b_boundary,5,propep,23,20-24,Mus,False,1
esmc6b_boundary,5,propep,26,25-29,Mus,False,1
esmc6b_boundary,5,propep,9,5-9,Halalkalibacterium,True,1
esmc6b_boundary,5,propep,11,10-14,Brevundimonas,False,0
esmc6b_boundary,5,propep,43,40-44,Streptococcus,False,0
esmc6b_boundary,5,propep,22,20-24,Arabidopsis,False,1
esmc6b_boundary,5,propep,17,15-19,Arabidopsis,False,0
esmc6b_boundary,5,propep,18,15-19,Arabidopsis,True,0
esmc6b_boundary,5,propep,23,20-24,Arabidopsis,True,1
esmc6b_boundary,5,pep,5,5-9,Arabidopsis,False,0
esmc6b_boundary,5,propep,6,5-9,Arabidopsis,False,0
esmc6b_boundary,5,pep,12,10-14,Arabidopsis,False,1
esmc6b_boundary,5,propep,23,20-24,Arabidopsis,True,1
esmc6b_boundary,5,pep,5,5-9,Arabidopsis,False,0
esmc6b_boundary,5,propep,49,45-50,Arabidopsis,False,0
esmc6b_boundary,5,propep,29,25-29,Arabidopsis,True,1
esmc6b_boundary,5,pep,26,25-29,Felis,False,1
esmc6b_boundary,5,pep,24,20-24,Felis,False,1
esmc6b_boundary,5,propep,50,45-50,Caenorhabditis,False,0
esmc6b_boundary,5,pep,11,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,11,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,propep,26,25-29,Procambarus,False,0
esmc6b_boundary,5,propep,7,5-9,Procambarus,False,1
esmc6b_boundary,5,pep,11,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,11,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,pep,13,10-14,Procambarus,False,1
esmc6b_boundary,5,propep,26,25-29,Procambarus,False,0
esmc6b_boundary,5,propep,7,5-9,Procambarus,False,1
esmc6b_boundary,5,propep,27,25-29,Schizosaccharomyces,False,0
esmc6b_boundary,5,propep,13,10-14,Ureaplasma,True,1
esmc6b_boundary,5,pep,36,35-39,Dicentrarchus,False,1
esmc6b_boundary,5,propep,30,30-34,Dicentrarchus,False,0
esmc6b_boundary,5,pep,36,35-39,Dicentrarchus,False,1
esmc6b_boundary,5,propep,35,35-39,Dicentrarchus,False,0
esmc6b_boundary,5,pep,36,35-39,Dicentrarchus,False,1
esmc6b_boundary,5,pep,32,30-34,Dicentrarchus,False,0
esmc6b_boundary,5,pep,36,35-39,Typhlonectes,False,1
esmc6b_boundary,5,pep,30,30-34,Typhlonectes,False,1
esmc6b_boundary,5,propep,18,15-19,Mus,False,0
esmc6b_boundary,5,pep,14,10-14,Mus,False,0
esmc6b_boundary,5,pep,14,10-14,Rattus,False,0
esmc6b_boundary,5,propep,25,25-29,Arabidopsis,False,1
esmc6b_boundary,5,propep,22,20-24,Arabidopsis,False,0
esmc6b_boundary,5,propep,22,20-24,Arabidopsis,False,1
esmc6b_boundary,5,propep,26,25-29,Arabidopsis,True,1
esmc6b_boundary,5,propep,20,20-24,Arabidopsis,False,0
esmc6b_boundary,5,propep,30,30-34,Arabidopsis,False,0
esmc6b_boundary,5,propep,23,20-24,Arabidopsis,False,1
esmc6b_boundary,5,propep,24,20-24,Arabidopsis,True,1
esmc6b_boundary,5,pep,5,5-9,Arabidopsis,False,0
esmc6b_boundary,5,propep,5,5-9,Arabidopsis,False,0
esmc6b_boundary,5,pep,34,30-34,Oryctolagus,False,0
esmc6b_boundary,5,pep,35,35-39,Canis,False,0
esmc6b_boundary,5,pep,24,20-24,Canis,False,1
esmc6b_boundary,5,propep,24,20-24,Homo,False,0
esmc6b_boundary,5,pep,28,25-29,Drosophila,False,1
esmc6b_boundary,5,propep,6,5-9,Drosophila,False,0
esmc6b_boundary,5,propep,37,35-39,Drosophila,False,0
esmc6b_boundary,5,propep,29,25-29,Drosophila,True,1
esmc6b_boundary,5,pep,19,15-19,Drosophila,False,0
esmc6b_boundary,5,pep,29,25-29,Drosophila,False,1
esmc6b_boundary,5,propep,39,35-39,Drosophila,False,0
esmc6b_boundary,5,pep,41,40-44,Mus,False,1
esmc6b_boundary,5,pep,22,20-24,Felis,False,0
esmc6b_boundary,5,pep,36,35-39,Macaca,False,1
esmc6b_boundary,5,pep,30,30-34,Macaca,False,1
esmc6b_boundary,5,propep,28,25-29,Homo,False,0
esmc6b_boundary,5,propep,18,15-19,Mus,False,1
esmc6b_boundary,5,propep,33,30-34,Arabidopsis,False,1
esmc6b_boundary,5,propep,23,20-24,Arabidopsis,False,1
esmc6b_boundary,5,propep,29,25-29,Trittame,False,1
esmc6b_boundary,5,propep,29,25-29,Trittame,False,1
esmc6b_boundary,5,propep,29,25-29,Trittame,False,1
esmc6b_boundary,5,pep,14,10-14,Conus,False,0
esmc6b_boundary,5,propep,36,35-39,Conus,False,1
esmc6b_boundary,5,propep,5,5-9,Conus,False,0
esmc6b_boundary,5,propep,29,25-29,Trittame,False,1
esmc6b_3di_zeroctrl,2,propep,8,5-9,Mesobuthus,False,0
esmc6b_3di_zeroctrl,2,pep,16,15-19,Conus,True,1
esmc6b_3di_zeroctrl,2,pep,22,20-24,Conus,True,1
esmc6b_3di_zeroctrl,2,pep,16,15-19,Conus,True,0
esmc6b_3di_zeroctrl,2,pep,14,10-14,Danio,True,0
esmc6b_3di_zeroctrl,2,propep,8,5-9,Danio,True,0
esmc6b_3di_zeroctrl,2,propep,26,25-29,Danio,True,1
esmc6b_3di_zeroctrl,2,pep,13,10-14,Heterometrus,False,1
esmc6b_3di_zeroctrl,2,propep,28,25-29,Heterometrus,False,1
esmc6b_3di_zeroctrl,2,propep,9,5-9,Loxosceles,True,1
esmc6b_3di_zeroctrl,2,pep,27,25-29,Heteractis,True,1
esmc6b_3di_zeroctrl,2,pep,27,25-29,Heteractis,True,0
esmc6b_3di_zeroctrl,2,pep,27,25-29,Heteractis,True,0
esmc6b_3di_zeroctrl,2,pep,27,25-29,Heteractis,True,1
esmc6b_3di_zeroctrl,2,propep,15,15-19,Heteractis,True,1
esmc6b_3di_zeroctrl,2,propep,7,5-9,Heteractis,True,1
esmc6b_3di_zeroctrl,2,propep,7,5-9,Heteractis,True,1
esmc6b_3di_zeroctrl,2,propep,7,5-9,Heteractis,True,1
esmc6b_3di_zeroctrl,2,propep,12,10-14,Heteractis,True,1
esmc6b_3di_zeroctrl,2,pep,28,25-29,Heteractis,True,1
esmc6b_3di_zeroctrl,2,pep,28,25-29,Heteractis,True,1
esmc6b_3di_zeroctrl,2,propep,11,10-14,Heteractis,True,0
esmc6b_3di_zeroctrl,2,propep,24,20-24,Danio,False,1
esmc6b_3di_zeroctrl,2,pep,13,10-14,Conus,False,0
esmc6b_3di_zeroctrl,2,propep,27,25-29,Conus,False,0
esmc6b_3di_zeroctrl,2,pep,25,25-29,Conus,False,0
esmc6b_3di_zeroctrl,2,propep,27,25-29,Conus,False,0
esmc6b_3di_zeroctrl,2,pep,11,10-14,Microcystis,False,1
esmc6b_3di_zeroctrl,2,pep,11,10-14,Microcystis,False,1
esmc6b_3di_zeroctrl,2,pep,11,10-14,Microcystis,False,1
esmc6b_3di_zeroctrl,2,propep,33,30-34,Microcystis,False,1
esmc6b_3di_zeroctrl,2,propep,7,5-9,Microcystis,False,1
esmc6b_3di_zeroctrl,2,propep,7,5-9,Microcystis,False,1
esmc6b_3di_zeroctrl,2,propep,7,5-9,Microcystis,False,1
esmc6b_3di_zeroctrl,2,propep,16,15-19,Echinus,False,1
esmc6b_3di_zeroctrl,2,propep,35,35-39,Gallus,False,0
esmc6b_3di_zeroctrl,2,propep,13,10-14,Gallus,False,1
esmc6b_3di_zeroctrl,2,propep,27,25-29,Gallus,False,1
esmc6b_3di_zeroctrl,2,pep,43,40-44,Moringa,False,1
esmc6b_3di_zeroctrl,2,propep,16,15-19,Moringa,False,1
esmc6b_3di_zeroctrl,2,pep,47,45-50,Paralithodes,False,0
esmc6b_3di_zeroctrl,2,propep,24,20-24,Coffea,False,0
esmc6b_3di_zeroctrl,2,pep,33,30-34,Odontomachus,False,1
